No. Stations,Air Quality,Index Value,year,day,month,weekdays,month_sin,month_cos,AQI_lag_1,AQI_lag_week_ago,"Prominent Pollutant_CO, PM10","Prominent Pollutant_CO, PM2.5",Prominent Pollutant_NO2,Prominent Pollutant_O3,"Prominent Pollutant_O3, PM10","Prominent Pollutant_O3, PM2.5",Prominent Pollutant_OZONE,Prominent Pollutant_PM10,"Prominent Pollutant_PM10, PM2.5",Prominent Pollutant_PM2.5
1.0,Good,39,2016,29,5,6,0.49999999999999994,-0.8660254037844387,45.0,87.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,36,2016,30,5,0,0.49999999999999994,-0.8660254037844387,39.0,62.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,47,2016,1,6,2,1.2246467991473532e-16,-1.0,36.0,55.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,52,2016,2,6,3,1.2246467991473532e-16,-1.0,47.0,44.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,57,2016,3,6,4,1.2246467991473532e-16,-1.0,52.0,40.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,67,2016,4,6,5,1.2246467991473532e-16,-1.0,57.0,55.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,82,2016,5,6,6,1.2246467991473532e-16,-1.0,67.0,45.0,False,False,False,False,False,False,False,True,False,False
1.0,Moderate,116,2016,7,6,1,1.2246467991473532e-16,-1.0,82.0,39.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,83,2016,8,6,2,1.2246467991473532e-16,-1.0,116.0,36.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,60,2016,10,6,4,1.2246467991473532e-16,-1.0,83.0,47.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,84,2016,11,6,5,1.2246467991473532e-16,-1.0,60.0,52.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,63,2016,13,6,0,1.2246467991473532e-16,-1.0,84.0,57.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,68,2016,14,6,1,1.2246467991473532e-16,-1.0,63.0,67.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,81,2016,15,6,2,1.2246467991473532e-16,-1.0,68.0,82.0,False,False,False,False,False,False,False,True,False,False
1.0,Moderate,136,2016,16,6,3,1.2246467991473532e-16,-1.0,81.0,116.0,False,False,False,False,False,False,False,True,False,False
1.0,Moderate,126,2016,17,6,4,1.2246467991473532e-16,-1.0,136.0,83.0,False,False,False,False,False,False,False,True,False,False
1.0,Moderate,112,2016,18,6,5,1.2246467991473532e-16,-1.0,126.0,60.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,100,2016,19,6,6,1.2246467991473532e-16,-1.0,112.0,84.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,91,2016,20,6,0,1.2246467991473532e-16,-1.0,100.0,63.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,42,2016,21,6,1,1.2246467991473532e-16,-1.0,91.0,68.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,31,2016,22,6,2,1.2246467991473532e-16,-1.0,42.0,81.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,46,2016,23,6,3,1.2246467991473532e-16,-1.0,31.0,136.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,45,2016,24,6,4,1.2246467991473532e-16,-1.0,46.0,126.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,57,2016,28,6,1,1.2246467991473532e-16,-1.0,45.0,112.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,47,2016,29,6,2,1.2246467991473532e-16,-1.0,57.0,100.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,58,2016,30,6,3,1.2246467991473532e-16,-1.0,47.0,91.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,38,2016,1,7,4,-0.4999999999999997,-0.8660254037844388,58.0,42.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,31,2016,2,7,5,-0.4999999999999997,-0.8660254037844388,38.0,31.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,31,2016,3,7,6,-0.4999999999999997,-0.8660254037844388,31.0,46.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,28,2016,5,7,1,-0.4999999999999997,-0.8660254037844388,31.0,45.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,52,2016,6,7,2,-0.4999999999999997,-0.8660254037844388,28.0,57.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,57,2016,7,7,3,-0.4999999999999997,-0.8660254037844388,52.0,47.0,False,False,False,False,False,False,False,True,False,False
1.0,Satisfactory,55,2016,8,7,4,-0.4999999999999997,-0.8660254037844388,57.0,58.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,38,2016,9,7,5,-0.4999999999999997,-0.8660254037844388,55.0,38.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,36,2016,10,7,6,-0.4999999999999997,-0.8660254037844388,38.0,31.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,35,2016,19,7,1,-0.4999999999999997,-0.8660254037844388,36.0,31.0,False,False,True,False,False,False,False,False,False,False
1.0,Good,29,2016,20,7,2,-0.4999999999999997,-0.8660254037844388,35.0,28.0,False,False,True,False,False,False,False,False,False,False
1.0,Good,23,2016,26,7,1,-0.4999999999999997,-0.8660254037844388,29.0,52.0,False,False,True,False,False,False,False,False,False,False
1.0,Good,26,2016,27,7,2,-0.4999999999999997,-0.8660254037844388,23.0,57.0,False,False,True,False,False,False,False,False,False,False
1.0,Good,31,2016,28,7,3,-0.4999999999999997,-0.8660254037844388,26.0,55.0,False,False,True,False,False,False,False,False,False,False
1.0,Good,24,2016,29,7,4,-0.4999999999999997,-0.8660254037844388,31.0,38.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,42,2016,30,7,5,-0.4999999999999997,-0.8660254037844388,24.0,36.0,False,False,False,False,False,False,False,False,False,False
1.0,Good,28,2016,31,7,6,-0.4999999999999997,-0.8660254037844388,42.0,35.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,23,2016,1,8,0,-0.8660254037844384,-0.5000000000000004,28.0,29.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,28,2016,2,8,1,-0.8660254037844384,-0.5000000000000004,23.0,23.0,False,False,False,False,False,False,False,False,False,False
1.0,Good,31,2016,5,8,4,-0.8660254037844384,-0.5000000000000004,28.0,26.0,False,False,False,False,False,False,False,False,False,False
1.0,Good,22,2016,6,8,5,-0.8660254037844384,-0.5000000000000004,31.0,31.0,False,False,True,False,False,False,False,False,False,False
1.0,Good,39,2016,7,8,6,-0.8660254037844384,-0.5000000000000004,22.0,24.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,37,2016,8,8,0,-0.8660254037844384,-0.5000000000000004,39.0,42.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,24,2016,10,8,2,-0.8660254037844384,-0.5000000000000004,37.0,28.0,False,False,False,False,False,False,False,False,False,False
1.0,Good,26,2016,11,8,3,-0.8660254037844384,-0.5000000000000004,24.0,23.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,44,2016,12,8,4,-0.8660254037844384,-0.5000000000000004,26.0,28.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,28,2016,13,8,5,-0.8660254037844384,-0.5000000000000004,44.0,31.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,33,2016,14,8,6,-0.8660254037844384,-0.5000000000000004,28.0,22.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,38,2016,16,8,1,-0.8660254037844384,-0.5000000000000004,33.0,39.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,42,2016,17,8,2,-0.8660254037844384,-0.5000000000000004,38.0,37.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,31,2016,18,8,3,-0.8660254037844384,-0.5000000000000004,42.0,24.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,49,2016,20,8,5,-0.8660254037844384,-0.5000000000000004,31.0,26.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,32,2016,21,8,6,-0.8660254037844384,-0.5000000000000004,49.0,44.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,31,2016,22,8,0,-0.8660254037844384,-0.5000000000000004,32.0,28.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,28,2016,23,8,1,-0.8660254037844384,-0.5000000000000004,31.0,33.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,41,2016,26,8,4,-0.8660254037844384,-0.5000000000000004,28.0,38.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,31,2016,28,8,6,-0.8660254037844384,-0.5000000000000004,41.0,42.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,40,2016,30,8,1,-0.8660254037844384,-0.5000000000000004,31.0,31.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,34,2016,31,8,2,-0.8660254037844384,-0.5000000000000004,40.0,49.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,38,2016,1,9,3,-1.0,-1.8369701987210297e-16,34.0,32.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,37,2016,3,9,5,-1.0,-1.8369701987210297e-16,38.0,31.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,33,2016,5,9,0,-1.0,-1.8369701987210297e-16,37.0,28.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,33,2016,6,9,1,-1.0,-1.8369701987210297e-16,33.0,41.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,37,2016,7,9,2,-1.0,-1.8369701987210297e-16,33.0,31.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,35,2016,8,9,3,-1.0,-1.8369701987210297e-16,37.0,40.0,False,False,True,False,False,False,False,False,False,False
1.0,Good,30,2016,9,9,4,-1.0,-1.8369701987210297e-16,35.0,34.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,30,2016,10,9,5,-1.0,-1.8369701987210297e-16,30.0,38.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,29,2016,11,9,6,-1.0,-1.8369701987210297e-16,30.0,37.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,33,2016,13,9,1,-1.0,-1.8369701987210297e-16,29.0,33.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,42,2016,15,9,3,-1.0,-1.8369701987210297e-16,33.0,33.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,46,2016,16,9,4,-1.0,-1.8369701987210297e-16,42.0,37.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,31,2016,20,9,1,-1.0,-1.8369701987210297e-16,46.0,35.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,41,2016,22,9,3,-1.0,-1.8369701987210297e-16,31.0,30.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,50,2016,23,9,4,-1.0,-1.8369701987210297e-16,41.0,30.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,45,2016,24,9,5,-1.0,-1.8369701987210297e-16,50.0,29.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,58,2016,25,9,6,-1.0,-1.8369701987210297e-16,45.0,33.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,48,2016,26,9,0,-1.0,-1.8369701987210297e-16,58.0,42.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,52,2016,27,9,1,-1.0,-1.8369701987210297e-16,48.0,46.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,51,2016,28,9,2,-1.0,-1.8369701987210297e-16,52.0,31.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,51,2016,29,9,3,-1.0,-1.8369701987210297e-16,51.0,41.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,55,2016,30,9,4,-1.0,-1.8369701987210297e-16,51.0,50.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,36,2016,1,10,5,-0.8660254037844386,0.5000000000000001,55.0,45.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,36,2016,2,10,6,-0.8660254037844386,0.5000000000000001,36.0,58.0,False,False,False,False,False,False,False,False,False,False
1.0,Good,34,2016,3,10,0,-0.8660254037844386,0.5000000000000001,36.0,48.0,False,False,False,False,False,False,False,False,False,False
1.0,Good,38,2016,4,10,1,-0.8660254037844386,0.5000000000000001,34.0,52.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,34,2016,5,10,2,-0.8660254037844386,0.5000000000000001,38.0,51.0,False,False,False,False,False,False,False,False,False,True
1.0,Good,43,2016,6,10,3,-0.8660254037844386,0.5000000000000001,34.0,51.0,False,False,False,True,False,False,False,False,False,False
1.0,Good,42,2016,7,10,4,-0.8660254037844386,0.5000000000000001,43.0,55.0,False,False,False,False,False,False,False,True,False,False
1.0,Good,44,2016,8,10,5,-0.8660254037844386,0.5000000000000001,42.0,36.0,False,False,False,False,False,False,False,False,False,True
1.0,Satisfactory,82,2016,10,10,0,-0.8660254037844386,0.5000000000000001,44.0,36.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,78,2016,11,10,1,-0.8660254037844386,0.5000000000000001,82.0,34.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,64,2016,12,10,2,-0.8660254037844386,0.5000000000000001,78.0,38.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,85,2016,13,10,3,-0.8660254037844386,0.5000000000000001,64.0,34.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,68,2016,14,10,4,-0.8660254037844386,0.5000000000000001,85.0,43.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,87,2016,15,10,5,-0.8660254037844386,0.5000000000000001,68.0,42.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,106,2016,16,10,6,-0.8660254037844386,0.5000000000000001,87.0,44.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,131,2016,17,10,0,-0.8660254037844386,0.5000000000000001,106.0,82.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,123,2016,18,10,1,-0.8660254037844386,0.5000000000000001,131.0,78.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,95,2016,19,10,2,-0.8660254037844386,0.5000000000000001,123.0,64.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,124,2016,20,10,3,-0.8660254037844386,0.5000000000000001,95.0,85.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,168,2016,22,10,5,-0.8660254037844386,0.5000000000000001,124.0,68.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,156,2016,23,10,6,-0.8660254037844386,0.5000000000000001,168.0,87.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,105,2016,25,10,1,-0.8660254037844386,0.5000000000000001,156.0,106.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,112,2016,26,10,2,-0.8660254037844386,0.5000000000000001,105.0,131.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,109,2016,27,10,3,-0.8660254037844386,0.5000000000000001,112.0,123.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,155,2016,28,10,4,-0.8660254037844386,0.5000000000000001,109.0,95.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,109,2016,29,10,5,-0.8660254037844386,0.5000000000000001,155.0,124.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,162,2016,30,10,6,-0.8660254037844386,0.5000000000000001,109.0,168.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,114,2016,31,10,0,-0.8660254037844386,0.5000000000000001,162.0,156.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,174,2016,1,11,1,-0.5000000000000004,0.8660254037844384,114.0,105.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,176,2016,2,11,2,-0.5000000000000004,0.8660254037844384,174.0,112.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,173,2016,3,11,3,-0.5000000000000004,0.8660254037844384,176.0,109.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,153,2016,4,11,4,-0.5000000000000004,0.8660254037844384,173.0,155.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,160,2016,5,11,5,-0.5000000000000004,0.8660254037844384,153.0,109.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,159,2016,6,11,6,-0.5000000000000004,0.8660254037844384,160.0,162.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,155,2016,8,11,1,-0.5000000000000004,0.8660254037844384,159.0,114.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,159,2016,9,11,2,-0.5000000000000004,0.8660254037844384,155.0,174.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,192,2016,10,11,3,-0.5000000000000004,0.8660254037844384,159.0,176.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,206,2016,11,11,4,-0.5000000000000004,0.8660254037844384,192.0,173.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,256,2016,16,11,2,-0.5000000000000004,0.8660254037844384,206.0,153.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,271,2016,17,11,3,-0.5000000000000004,0.8660254037844384,256.0,160.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,190,2016,18,11,4,-0.5000000000000004,0.8660254037844384,271.0,159.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,171,2016,19,11,5,-0.5000000000000004,0.8660254037844384,190.0,155.0,False,False,False,True,False,False,False,False,False,False
1.0,Poor,300,2016,20,11,6,-0.5000000000000004,0.8660254037844384,171.0,159.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,119,2016,21,11,0,-0.5000000000000004,0.8660254037844384,300.0,192.0,False,False,False,True,False,False,False,False,False,False
1.0,Poor,234,2016,22,11,1,-0.5000000000000004,0.8660254037844384,119.0,206.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,188,2016,23,11,2,-0.5000000000000004,0.8660254037844384,234.0,256.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,247,2016,24,11,3,-0.5000000000000004,0.8660254037844384,188.0,271.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,244,2016,25,11,4,-0.5000000000000004,0.8660254037844384,247.0,190.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,216,2016,26,11,5,-0.5000000000000004,0.8660254037844384,244.0,171.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,182,2016,27,11,6,-0.5000000000000004,0.8660254037844384,216.0,300.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,174,2016,30,11,2,-0.5000000000000004,0.8660254037844384,182.0,119.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,162,2016,1,12,3,-2.4492935982947064e-16,1.0,174.0,234.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,249,2016,2,12,4,-2.4492935982947064e-16,1.0,162.0,188.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,221,2016,3,12,5,-2.4492935982947064e-16,1.0,249.0,247.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,223,2016,6,12,1,-2.4492935982947064e-16,1.0,221.0,244.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,171,2016,7,12,2,-2.4492935982947064e-16,1.0,223.0,216.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,175,2016,8,12,3,-2.4492935982947064e-16,1.0,171.0,182.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,219,2016,9,12,4,-2.4492935982947064e-16,1.0,175.0,174.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,181,2016,11,12,6,-2.4492935982947064e-16,1.0,219.0,162.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,206,2016,12,12,0,-2.4492935982947064e-16,1.0,181.0,249.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,192,2016,13,12,1,-2.4492935982947064e-16,1.0,206.0,221.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,202,2016,14,12,2,-2.4492935982947064e-16,1.0,192.0,223.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,148,2016,15,12,3,-2.4492935982947064e-16,1.0,202.0,171.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,150,2016,16,12,4,-2.4492935982947064e-16,1.0,148.0,175.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,235,2016,17,12,5,-2.4492935982947064e-16,1.0,150.0,219.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,154,2016,20,12,1,-2.4492935982947064e-16,1.0,235.0,181.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,199,2016,21,12,2,-2.4492935982947064e-16,1.0,154.0,206.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,193,2016,22,12,3,-2.4492935982947064e-16,1.0,199.0,192.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,198,2016,23,12,4,-2.4492935982947064e-16,1.0,193.0,202.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,176,2016,24,12,5,-2.4492935982947064e-16,1.0,198.0,148.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,218,2016,25,12,6,-2.4492935982947064e-16,1.0,176.0,150.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,189,2016,26,12,0,-2.4492935982947064e-16,1.0,218.0,235.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,200,2016,27,12,1,-2.4492935982947064e-16,1.0,189.0,154.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,253,2016,29,12,3,-2.4492935982947064e-16,1.0,200.0,199.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,264,2016,30,12,4,-2.4492935982947064e-16,1.0,253.0,193.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,201,2016,31,12,5,-2.4492935982947064e-16,1.0,264.0,198.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,173,2017,1,1,6,0.49999999999999994,0.8660254037844387,201.0,176.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,198,2017,2,1,0,0.49999999999999994,0.8660254037844387,173.0,218.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,201,2017,3,1,1,0.49999999999999994,0.8660254037844387,198.0,189.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,199,2017,4,1,2,0.49999999999999994,0.8660254037844387,201.0,200.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,183,2017,5,1,3,0.49999999999999994,0.8660254037844387,199.0,253.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,148,2017,6,1,4,0.49999999999999994,0.8660254037844387,183.0,264.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,149,2017,7,1,5,0.49999999999999994,0.8660254037844387,148.0,201.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,154,2017,8,1,6,0.49999999999999994,0.8660254037844387,149.0,173.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,116,2017,10,1,1,0.49999999999999994,0.8660254037844387,154.0,198.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,188,2017,11,1,2,0.49999999999999994,0.8660254037844387,116.0,201.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,192,2017,12,1,3,0.49999999999999994,0.8660254037844387,188.0,199.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,182,2017,13,1,4,0.49999999999999994,0.8660254037844387,192.0,183.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,155,2017,14,1,5,0.49999999999999994,0.8660254037844387,182.0,148.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,209,2017,15,1,6,0.49999999999999994,0.8660254037844387,155.0,149.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,199,2017,16,1,0,0.49999999999999994,0.8660254037844387,209.0,154.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,196,2017,17,1,1,0.49999999999999994,0.8660254037844387,199.0,116.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,178,2017,18,1,2,0.49999999999999994,0.8660254037844387,196.0,188.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,174,2017,19,1,3,0.49999999999999994,0.8660254037844387,178.0,192.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,240,2017,21,1,5,0.49999999999999994,0.8660254037844387,174.0,182.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,177,2017,22,1,6,0.49999999999999994,0.8660254037844387,240.0,155.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,156,2017,23,1,0,0.49999999999999994,0.8660254037844387,177.0,209.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,182,2017,24,1,1,0.49999999999999994,0.8660254037844387,156.0,199.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,181,2017,25,1,2,0.49999999999999994,0.8660254037844387,182.0,196.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,166,2017,26,1,3,0.49999999999999994,0.8660254037844387,181.0,178.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,112,2017,27,1,4,0.49999999999999994,0.8660254037844387,166.0,174.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,171,2017,28,1,5,0.49999999999999994,0.8660254037844387,112.0,240.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,184,2017,29,1,6,0.49999999999999994,0.8660254037844387,171.0,177.0,False,False,False,True,False,False,False,False,False,False
1.0,Poor,221,2017,31,1,1,0.49999999999999994,0.8660254037844387,184.0,156.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,199,2017,1,2,2,0.8660254037844386,0.5000000000000001,221.0,182.0,False,False,False,True,False,False,False,False,False,False
1.0,Poor,268,2017,2,2,3,0.8660254037844386,0.5000000000000001,199.0,181.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,173,2017,3,2,4,0.8660254037844386,0.5000000000000001,268.0,166.0,False,False,False,True,False,False,False,False,False,False
1.0,Poor,217,2017,4,2,5,0.8660254037844386,0.5000000000000001,173.0,112.0,False,False,False,True,False,False,False,False,False,False
1.0,Satisfactory,91,2017,5,2,6,0.8660254037844386,0.5000000000000001,217.0,171.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,146,2017,6,2,0,0.8660254037844386,0.5000000000000001,91.0,184.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,174,2017,9,2,3,0.8660254037844386,0.5000000000000001,146.0,221.0,False,False,False,True,False,False,False,False,False,False
1.0,Poor,292,2017,10,2,4,0.8660254037844386,0.5000000000000001,174.0,199.0,False,False,False,True,False,False,False,False,False,False
1.0,Poor,285,2017,11,2,5,0.8660254037844386,0.5000000000000001,292.0,268.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,237,2017,12,2,6,0.8660254037844386,0.5000000000000001,285.0,173.0,False,False,False,True,False,False,False,False,False,False
1.0,Moderate,195,2017,13,2,0,0.8660254037844386,0.5000000000000001,237.0,217.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,185,2017,14,2,1,0.8660254037844386,0.5000000000000001,195.0,91.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,268,2017,15,2,2,0.8660254037844386,0.5000000000000001,185.0,146.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,261,2017,16,2,3,0.8660254037844386,0.5000000000000001,268.0,174.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,233,2017,17,2,4,0.8660254037844386,0.5000000000000001,261.0,292.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,203,2017,18,2,5,0.8660254037844386,0.5000000000000001,233.0,285.0,False,False,False,False,False,False,False,False,False,True
1.0,Moderate,182,2017,19,2,6,0.8660254037844386,0.5000000000000001,203.0,237.0,False,False,False,False,False,False,False,False,False,True
1.0,Poor,208,2017,20,2,0,0.8660254037844386,0.5000000000000001,182.0,195.0,False,False,False,True,False,False,False,False,False,False
